Player,Team,RAA,Wins,EFscore,Salary,Value
A Zampa,Rising Pune Supergiants,208,0.69,0.125,45000.0,1165107.0
AM Rahane,Rising Pune Supergiants,191,0.634,0.131,1333333.0,1105842.0
DS Kulkarni,Gujarat Lions,186,0.618,0.163,300000.0,1088909.0
S Dhawan,Sunrisers Hyderabad,178,0.591,0.14400000000000002,2083333.0,1060335.0
AD Russell,Kolkata Knight Riders,169,0.561,0.146,100000.0,1028585.0
AJ Finch,Gujarat Lions,162,0.537,0.127,150000.0,1003186.0
SPD Smith,Rising Pune Supergiants,154,0.512,0.092,666000.0,976728.0
KL Rahul,Sunrisers Hyderabad,137,0.45399999999999996,0.11599999999999999,166000.0,915346.0
B Kumar,Sunrisers Hyderabad,126,0.419,0.166,708000.0,878305.0
S Aravind,Royal Challengers Bangalore,116,0.385,0.08900000000000001,,842323.0
MS Dhoni,Rising Pune Supergiants,111,0.3670000000000001,0.084,2083333.0,823273.0
M Vijay,Kings XI Punjab,99,0.32899999999999996,0.11599999999999999,500000.0,783057.0
AB Dinda,Rising Pune Supergiants,96,0.319,0.08,75000.0,772474.0
DR Smith,Gujarat Lions,89,0.29600000000000004,0.133,345000.0,748133.0
Sandeep Sharma,Kings XI Punjab,85,0.281,0.126,141000.0,732258.0
Sachin Baby,Royal Challengers Bangalore,82,0.272,0.057999999999999996,15000.0,722733.0
CJ Jordan,Royal Challengers Bangalore,80,0.265,0.083,,715325.0
Kuldeep Yadav,Kolkata Knight Riders,79,0.264,0.06,66000.0,714267.0
Mustafizur Rahman,Sunrisers Hyderabad,79,0.264,0.135,210000.0,714267.0
JP Duminy,Delhi Daredevils,79,0.263,0.067,366000.0,713209.0
BCJ Cutting,Sunrisers Hyderabad,76,0.251,0.07200000000000001,75000.0,700509.0
KW Richardson,Royal Challengers Bangalore,72,0.24,0.054000000000000006,300000.0,688867.0
MP Stoinis,Kings XI Punjab,71,0.23399999999999999,0.09,82500.0,682518.0
KH Pandya,Mumbai Indians,70,0.23199999999999998,0.132,300000.0,680401.0
A Nehra,Sunrisers Hyderabad,68,0.226,0.099,825000.0,674051.0
KK Nair,Delhi Daredevils,68,0.225,0.09300000000000001,600000.0,672993.0
Q de Kock,Delhi Daredevils,64,0.213,0.107,583000.0,660293.0
Gurkeerat Singh,Kings XI Punjab,55,0.183,0.046,216000.0,628544.0
MR Marsh,Rising Pune Supergiants,50,0.165,0.028999999999999998,720000.0,609494.0
UT Yadav,Kolkata Knight Riders,42,0.14,0.07,433000.0,583036.0
KM Jadhav,Royal Challengers Bangalore,42,0.139,0.033,333000.0,581978.0
SN Khan,Royal Challengers Bangalore,37,0.12300000000000001,0.024,83333.0,565045.0
F du Plessis,Rising Pune Supergiants,33,0.10800000000000001,0.055,791000.0,549170.0
SP Narine,Kolkata Knight Riders,31,0.10300000000000001,0.091,700000.0,543879.0
TM Head,Royal Challengers Bangalore,25,0.083,0.018000000000000002,75000.0,522713.0
RR Pant,Delhi Daredevils,25,0.081,0.057,285000.0,520596.0
JW Hastings,Kolkata Knight Riders,23,0.076,0.019,195000.0,515304.0
R Dhawan,Kings XI Punjab,20,0.066,0.017,500000.0,504721.0
A Mishra,Delhi Daredevils,19,0.063,0.09300000000000001,15000.0,501546.0
JJ Bumrah,Mumbai Indians,19,0.062,0.115,200000.0,500488.0
MK Pandey,Kolkata Knight Riders,17,0.055,0.061,283000.0,493080.0
AT Rayudu,Mumbai Indians,16,0.053,0.08199999999999999,,490963.0
BB Sran,Sunrisers Hyderabad,16,0.052000000000000005,0.106,180000.0,489905.0
KP Pietersen,Rising Pune Supergiants,15,0.05,0.017,525000.0,487788.0
MJ McClenaghan,Mumbai Indians,15,0.049,0.121,50000.0,486730.0
SE Marsh,Kings XI Punjab,14,0.048,0.043,366000.0,485672.0
N Rana,None,14,0.047,0.026000000000000002,16667.0,484613.0
Imran Tahir,Delhi Daredevils,13,0.042,0.038,,479322.0
HM Amla,Kings XI Punjab,12,0.040999999999999995,0.040999999999999995,,478263.0
UT Khawaja,Rising Pune Supergiants,11,0.038,0.033,,475089.0
R Vinay Kumar,Mumbai Indians,10,0.033,0.027999999999999997,466000.0,469797.0
PV Tambe,Gujarat Lions,10,0.032,0.040999999999999995,30000.0,468739.0
A Ashish Reddy,Sunrisers Hyderabad,8,0.027000000000000003,0.02,33000.0,463447.0
SR Watson,Royal Challengers Bangalore,7,0.024,0.165,1425000.0,460272.0
SM Boland,Rising Pune Supergiants,5,0.016,0.015,75000.0,451806.0
PP Chawla,Kolkata Knight Riders,3,0.011000000000000001,0.081,708000.0,446514.0
Iqbal Abdulla,Royal Challengers Bangalore,2,0.008,0.054000000000000006,15000.0,443339.0
SV Samson,Delhi Daredevils,2,0.006,0.067,630000.0,441223.0
M Morkel,Kolkata Knight Riders,0,0.0,0.07200000000000001,466000.0,434873.0
AS Rajpoot,Kolkata Knight Riders,-1,-0.004,0.025,225000.0,430639.0
SS Tiwary,Delhi Daredevils,-2,-0.008,0.040999999999999995,116000.0,426406.0
CA Lynn,Kolkata Knight Riders,-4,-0.013000000000000001,0.006,216000.0,421115.0
TA Boult,Sunrisers Hyderabad,-8,-0.027000000000000003,0.006999999999999999,633333.0,406298.0
AF Milne,Royal Challengers Bangalore,-9,-0.03,0.006,116667.0,403123.0
Bipul Sharma,Sunrisers Hyderabad,-12,-0.04,0.035,,392540.0
KD Karthik,Gujarat Lions,-12,-0.04,0.079,345000.0,392540.0
M Vohra,Kings XI Punjab,-12,-0.040999999999999995,0.035,58333.0,391482.0
C Munro,Kolkata Knight Riders,-14,-0.046,0.008,45000.0,386190.0
NM Coulter-Nile,Delhi Daredevils,-14,-0.047,0.025,708000.0,385132.0
RV Uthappa,Kolkata Knight Riders,-15,-0.049,0.08,833000.0,383015.0
Ishan Kishan,Gujarat Lions,-16,-0.052000000000000005,0.01,52500.0,379841.0
JA Morkel,Delhi Daredevils,-16,-0.053,0.013000000000000001,50000.0,378782.0
WP Saha,Kings XI Punjab,-19,-0.063,0.057999999999999996,366000.0,368199.0
RP Singh,Rising Pune Supergiants,-20,-0.067,0.027999999999999997,45000.0,363966.0
GB Hogg,Kolkata Knight Riders,-20,-0.068,0.025,83333.0,362908.0
AP Tare,Sunrisers Hyderabad,-21,-0.069,0.003,180000.0,361849.0
LMP Simmons,Mumbai Indians,-21,-0.069,0.002,,361849.0
S Ladda,Gujarat Lions,-21,-0.07,0.001,15000.0,360791.0
EJG Morgan,Sunrisers Hyderabad,-22,-0.07200000000000001,0.027000000000000003,250000.0,358674.0
PSP Handscomb,Rising Pune Supergiants,-23,-0.076,0.001,45000.0,354441.0
SA Yadav,Kolkata Knight Riders,-23,-0.078,0.039,116000.0,352324.0
R Ashwin,Rising Pune Supergiants,-28,-0.092,0.08800000000000001,1250000.0,337508.0
SW Billings,Delhi Daredevils,-28,-0.092,0.016,45000.0,337508.0
J Suchith,Mumbai Indians,-29,-0.096,0.001,16667.0,333275.0
UBT Chand,Mumbai Indians,-29,-0.096,0.0,108000.0,333275.0
MJ Guptill,Mumbai Indians,-30,-0.099,0.013999999999999999,,330100.0
GJ Bailey,Rising Pune Supergiants,-32,-0.105,0.026000000000000002,541000.0,323750.0
ER Dwivedi,None,-34,-0.11199999999999999,0.004,,316342.0
NS Naik,Kings XI Punjab,-35,-0.11599999999999999,0.004,50000.0,312109.0
DL Chahar,Rising Pune Supergiants,-38,-0.126,0.003,15000.0,301526.0
P Sahu,Kings XI Punjab,-38,-0.127,0.027999999999999997,15000.0,300467.0
Anureet Singh,Kings XI Punjab,-41,-0.136,0.004,33000.0,290942.0
D Wiese,Royal Challengers Bangalore,-41,-0.136,0.003,466667.0,290942.0
S Kaushik,Gujarat Lions,-43,-0.14400000000000002,0.045,15000.0,282476.0
F Behardien,Kings XI Punjab,-44,-0.145,0.002,45000.0,281418.0
DW Steyn,Gujarat Lions,-44,-0.146,0.001,345000.0,280359.0
S Gopal,Mumbai Indians,-45,-0.149,0.003,16000.0,277184.0
Ankit Sharma,Rising Pune Supergiants,-46,-0.153,0.011000000000000001,15000.0,272951.0
JD Unadkat,Kolkata Knight Riders,-48,-0.159,0.001,240000.0,266601.0
PJ Sangwan,Gujarat Lions,-48,-0.159,0.002,30000.0,266601.0
I Sharma,Rising Pune Supergiants,-48,-0.16,0.026000000000000002,570000.0,265543.0
PA Patel,Mumbai Indians,-54,-0.18,0.037000000000000005,233000.0,244377.0
KS Williamson,Sunrisers Hyderabad,-57,-0.191,0.026000000000000002,100000.0,232735.0
P Negi,Delhi Daredevils,-58,-0.192,0.025,1275000.0,231677.0
Swapnil Singh,Kings XI Punjab,-58,-0.192,0.001,15000.0,231677.0
J Yadav,Delhi Daredevils,-59,-0.196,0.017,16000.0,227444.0
MA Agarwal,Delhi Daredevils,-60,-0.198,0.005,266000.0,225327.0
T Shamsi,Royal Challengers Bangalore,-60,-0.2,0.019,,223211.0
M Ashwin,Rising Pune Supergiants,-61,-0.201,0.04,,222152.0
CH Gayle,Royal Challengers Bangalore,-61,-0.203,0.066,1400000.0,220036.0
R Bhatia,Rising Pune Supergiants,-61,-0.204,0.048,90000.0,218977.0
JC Buttler,Mumbai Indians,-62,-0.20600000000000002,0.055999999999999994,570000.0,216861.0
AD Nath,Gujarat Lions,-67,-0.221,0.004,15000.0,200986.0
S Nadeem,Delhi Daredevils,-67,-0.223,0.017,141000.0,198869.0
AR Patel,Kings XI Punjab,-68,-0.22399999999999998,0.115,125000.0,197811.0
CR Brathwaite,Delhi Daredevils,-69,-0.22899999999999998,0.068,630000.0,192519.0
Yuvraj Singh,Sunrisers Hyderabad,-75,-0.249,0.064,1050000.0,171353.0
MM Sharma,Kings XI Punjab,-76,-0.252,0.08900000000000001,975000.0,168178.0
IK Pathan,Rising Pune Supergiants,-79,-0.262,0.006,150000.0,157595.0
KC Cariappa,Kings XI Punjab,-85,-0.28300000000000003,0.027999999999999997,120000.0,135371.0
TG Southee,Mumbai Indians,-87,-0.287,0.07,375000.0,131137.0
SK Raina,Gujarat Lions,-87,-0.28800000000000003,0.087,1583333.0,130079.0
Z Khan,Delhi Daredevils,-87,-0.28800000000000003,0.076,666667.0,130079.0
Mohammed Shami,Delhi Daredevils,-88,-0.294,0.04,708000.0,123729.0
R Sathish,Kolkata Knight Riders,-91,-0.301,0.009000000000000001,30000.0,116321.0
RA Jadeja,Gujarat Lions,-91,-0.302,0.11199999999999999,916667.0,115263.0
MG Johnson,Kings XI Punjab,-98,-0.325,0.009000000000000001,1083000.0,90922.0
KA Pollard,Mumbai Indians,-103,-0.34299999999999997,0.040999999999999995,900000.0,71872.0
JO Holder,Kolkata Knight Riders,-105,-0.348,0.013999999999999999,105000.0,66580.0
BB McCullum,Gujarat Lions,-109,-0.36,0.08,541000.0,53881.0
JP Faulkner,Gujarat Lions,-112,-0.371,0.027999999999999997,850000.0,42239.0
HV Patel,Royal Challengers Bangalore,-112,-0.3720000000000001,0.011000000000000001,66000.0,41181.0
NLTC Perera,Rising Pune Supergiants,-114,-0.379,0.086,150000.0,33773.0
SB Jakati,Gujarat Lions,-117,-0.389,0.013999999999999999,30000.0,23190.0
Parvez Rasool,Sunrisers Hyderabad,-119,-0.395,0.011000000000000001,158000.0,16840.0
Harbhajan Singh,Mumbai Indians,-121,-0.4,0.085,1333333.0,11548.0
DJ Bravo,Gujarat Lions,-121,-0.401,0.11800000000000001,666667.0,10490.0
KJ Abbott,Kings XI Punjab,-123,-0.408,0.023,315000.0,3082.0
DJ Hooda,Sunrisers Hyderabad,-123,-0.41,0.046,630000.0,965.0
NV Ojha,Sunrisers Hyderabad,-124,-0.41200000000000003,0.026000000000000002,83000.0,-1151.0
Shakib Al Hasan,Kolkata Knight Riders,-127,-0.42100000000000004,0.065,466000.0,-10676.0
STR Binny,Royal Challengers Bangalore,-127,-0.42100000000000004,0.023,300000.0,-10676.0
DA Miller,Kings XI Punjab,-128,-0.425,0.028999999999999998,833333.0,-14909.0
KV Sharma,Sunrisers Hyderabad,-133,-0.441,0.013999999999999999,625000.0,-31842.0
SS Iyer,Delhi Daredevils,-143,-0.47600000000000003,0.005,433333.0,-68883.0
VR Aaron,Royal Challengers Bangalore,-151,-0.502,0.021,333000.0,-96399.0
GJ Maxwell,Kings XI Punjab,-159,-0.528,0.033,1000000.0,-123916.0
P Kumar,Gujarat Lions,-214,-0.7120000000000001,0.076,525000.0,-318645.0
HH Pandya,Mumbai Indians,-218,-0.722,0.027999999999999997,16667.0,-329228.0
MC Henriques,Sunrisers Hyderabad,-227,-0.753,0.114,166000.0,-362036.0
DA Warner,Sunrisers Hyderabad,351,1.274,0.21100000000000002,916000.0,1783802.0
JD Unadkat,Rising Pune Supergiants,316,1.146,0.207,45000.0,1648517.0
B Kumar,Sunrisers Hyderabad,304,1.104,0.228,708000.0,1604126.0
HM Amla,Kings XI Punjab,236,0.8540000000000001,0.151,,1339898.0
AJ Tye,Gujarat Lions,205,0.742,0.132,75000.0,1221524.0
MK Pandey,Kolkata Knight Riders,185,0.672,0.142,283000.0,1147540.0
G Gambhir,Kolkata Knight Riders,182,0.66,0.14800000000000002,1666667.0,1134857.0
P Negi,Royal Challengers Bangalore,165,0.597,0.17600000000000002,149000.0,1068271.0
CA Lynn,Kolkata Knight Riders,163,0.5920000000000001,0.10099999999999999,216000.0,1062986.0
S Dhawan,Sunrisers Hyderabad,163,0.591,0.142,2083333.0,1061930.0
SPD Smith,Rising Pune Supergiants,156,0.565,0.145,666000.0,1034450.0
MK Tiwary,Rising Pune Supergiants,144,0.521,0.1,75000.0,987946.0
SK Raina,Gujarat Lions,129,0.469,0.127,1583333.0,932986.0
S Kaul,Sunrisers Hyderabad,128,0.466,0.111,16667.0,929815.0
KD Karthik,Gujarat Lions,120,0.435,0.099,345000.0,897051.0
KS Williamson,Sunrisers Hyderabad,119,0.433,0.07200000000000001,100000.0,894937.0
JJ Bumrah,Mumbai Indians,111,0.402,0.161,200000.0,862173.0
Imran Tahir,Rising Pune Supergiants,110,0.39899999999999997,0.128,,859002.0
NM Coulter-Nile,Kolkata Knight Riders,110,0.39899999999999997,0.125,522000.0,859002.0
GJ Maxwell,Kings XI Punjab,107,0.38799999999999996,0.135,1000000.0,847376.0
CH Morris,Delhi Daredevils,101,0.368,0.134,1050000.0,826238.0
SS Iyer,Delhi Daredevils,101,0.366,0.098,433333.0,824124.0
RA Tripathi,Rising Pune Supergiants,89,0.324,0.122,15000.0,779734.0
KH Pandya,Mumbai Indians,77,0.281,0.14400000000000002,300000.0,734286.0
RV Uthappa,Kolkata Knight Riders,72,0.261,0.10300000000000001,833000.0,713148.0
MG Johnson,Mumbai Indians,69,0.252,0.077,299000.0,703636.0
Sandeep Sharma,Kings XI Punjab,69,0.249,0.128,141000.0,700465.0
UT Yadav,Kolkata Knight Riders,67,0.242,0.127,433000.0,693067.0
BA Stokes,Rising Pune Supergiants,64,0.231,0.175,2164000.0,681441.0
JC Buttler,Mumbai Indians,56,0.204,0.076,570000.0,652904.0
KM Jadhav,Royal Challengers Bangalore,56,0.204,0.076,333000.0,652904.0
AR Patel,Kings XI Punjab,55,0.201,0.166,125000.0,649733.0
Mohammed Siraj,Sunrisers Hyderabad,54,0.19699999999999998,0.068,388000.0,645505.0
Rashid Khan,Sunrisers Hyderabad,54,0.196,0.11800000000000001,597000.0,644449.0
SE Marsh,Kings XI Punjab,53,0.193,0.076,366000.0,641278.0
SS Tiwary,Delhi Daredevils,52,0.18899999999999997,0.033,45000.0,637050.0
KV Sharma,Mumbai Indians,51,0.184,0.1,478000.0,631766.0
RR Pant,Delhi Daredevils,50,0.18100000000000002,0.091,285000.0,628595.0
HH Pandya,Mumbai Indians,49,0.17800000000000002,0.11900000000000001,16667.0,625424.0
V Shankar,Sunrisers Hyderabad,48,0.175,0.028999999999999998,52500.0,622253.0
V Kohli,Royal Challengers Bangalore,45,0.162,0.085,2500000.0,608513.0
SV Samson,Delhi Daredevils,44,0.158,0.1,630000.0,604286.0
N Rana,Mumbai Indians,43,0.157,0.083,16667.0,603229.0
HV Patel,Royal Challengers Bangalore,37,0.134,0.021,66000.0,578920.0
Washington Sundar,Rising Pune Supergiants,37,0.133,0.061,,577863.0
VR Aaron,Kings XI Punjab,34,0.125,0.055,418000.0,569408.0
YS Chahal,Royal Challengers Bangalore,33,0.121,0.10099999999999999,16000.0,565180.0
AB de Villiers,Royal Challengers Bangalore,32,0.115,0.062,1583333.0,558839.0
BB McCullum,Gujarat Lions,29,0.106,0.086,541000.0,549326.0
MS Dhoni,Rising Pune Supergiants,27,0.09699999999999999,0.091,2083333.0,539814.0
R Vinay Kumar,Mumbai Indians,25,0.08900000000000001,0.021,466000.0,531359.0
R Tewatia,Kings XI Punjab,24,0.086,0.037000000000000005,37000.0,528188.0
Yuvraj Singh,Sunrisers Hyderabad,19,0.07,0.07200000000000001,1050000.0,511277.0
A Nehra,Sunrisers Hyderabad,19,0.068,0.051,825000.0,509164.0
TM Head,Royal Challengers Bangalore,17,0.063,0.05,75000.0,503879.0
CR Woakes,Kolkata Knight Riders,16,0.059000000000000004,0.13,627000.0,499651.0
Ishan Kishan,Gujarat Lions,14,0.049,0.077,52500.0,489082.0
KA Pollard,Mumbai Indians,14,0.049,0.092,900000.0,489082.0
NB Singh,Gujarat Lions,12,0.045,0.012,75000.0,484855.0
AR Bawne,Delhi Daredevils,12,0.044000000000000004,0.009000000000000001,15000.0,483798.0
DJ Hooda,Sunrisers Hyderabad,10,0.035,0.033,630000.0,474285.0
Iqbal Abdulla,Royal Challengers Bangalore,7,0.024,0.018000000000000002,15000.0,462659.0
IR Jaggi,Kolkata Knight Riders,7,0.024,0.013000000000000001,15000.0,462659.0
JJ Roy,Gujarat Lions,6,0.023,0.015,,461602.0
DM Bravo,Kolkata Knight Riders,6,0.022000000000000002,0.004,75000.0,460546.0
DA Miller,Kings XI Punjab,4,0.013999999999999999,0.025,833333.0,452090.0
Avesh Khan,Royal Challengers Bangalore,3,0.012,0.01,,449976.0
A Zampa,Rising Pune Supergiants,3,0.011000000000000001,0.035,45000.0,448919.0
STR Binny,Royal Challengers Bangalore,3,0.01,0.049,300000.0,447863.0
RD Chahar,Rising Pune Supergiants,2,0.006,0.022000000000000002,15000.0,443635.0
P Kumar,Gujarat Lions,0,-0.001,0.05,525000.0,436236.0
WP Saha,Kings XI Punjab,-3,-0.011000000000000001,0.064,366000.0,425667.0
LH Ferguson,Rising Pune Supergiants,-4,-0.013999999999999999,0.032,75000.0,422497.0
TG Southee,Mumbai Indians,-4,-0.013999999999999999,0.021,375000.0,422497.0
A Choudhary,Royal Challengers Bangalore,-7,-0.024,0.05,299000.0,411927.0
CJ Jordan,Sunrisers Hyderabad,-8,-0.028999999999999998,0.006999999999999999,75000.0,406643.0
M Vohra,Kings XI Punjab,-8,-0.028999999999999998,0.053,58333.0,406643.0
R Bhatia,Rising Pune Supergiants,-11,-0.039,0.017,90000.0,396074.0
AM Rahane,Rising Pune Supergiants,-13,-0.047,0.102,1333333.0,387618.0
EJG Morgan,Kings XI Punjab,-14,-0.051,0.013999999999999999,300000.0,383391.0
AT Rayudu,Mumbai Indians,-14,-0.052000000000000005,0.021,,382334.0
SP Jackson,Kolkata Knight Riders,-15,-0.053,0.012,,381277.0
B Stanlake,Royal Challengers Bangalore,-15,-0.055999999999999994,0.015,45000.0,378106.0
SS Agarwal,Gujarat Lions,-16,-0.057,0.008,,377049.0
AJ Finch,Gujarat Lions,-17,-0.062,0.062,150000.0,371765.0
Ankit Sharma,Rising Pune Supergiants,-17,-0.063,0.005,15000.0,370708.0
F du Plessis,Rising Pune Supergiants,-18,-0.067,0.001,791000.0,366480.0
SW Billings,Delhi Daredevils,-20,-0.073,0.027999999999999997,45000.0,360139.0
AS Rajpoot,Kolkata Knight Riders,-21,-0.076,0.032,225000.0,356968.0
LMP Simmons,Mumbai Indians,-21,-0.076,0.033,,356968.0
MJ McClenaghan,Mumbai Indians,-22,-0.081,0.134,50000.0,351683.0
PJ Cummins,Delhi Daredevils,-25,-0.08900000000000001,0.096,672000.0,343228.0
MJ Guptill,Kings XI Punjab,-26,-0.094,0.032,75000.0,337944.0
AD Nath,Gujarat Lions,-26,-0.096,0.0,15000.0,335830.0
NV Ojha,Sunrisers Hyderabad,-26,-0.096,0.017,83000.0,335830.0
PA Patel,Mumbai Indians,-26,-0.096,0.077,233000.0,335830.0
SA Yadav,Kolkata Knight Riders,-27,-0.09699999999999999,0.028999999999999998,116000.0,334773.0
BB Sran,Sunrisers Hyderabad,-28,-0.102,0.001,180000.0,329488.0
MS Gony,Gujarat Lions,-29,-0.105,0.002,500000.0,326317.0
Mohammad Nabi,Sunrisers Hyderabad,-30,-0.10800000000000001,0.016,45000.0,323147.0
Shakib Al Hasan,Kolkata Knight Riders,-30,-0.109,0.002,466000.0,322090.0
Mustafizur Rahman,Sunrisers Hyderabad,-33,-0.12,0.001,210000.0,310464.0
Tejas Baroka,Gujarat Lions,-33,-0.12,0.002,15000.0,310464.0
Vishnu Vinod,Royal Challengers Bangalore,-34,-0.122,0.003,,308350.0
AP Tare,Delhi Daredevils,-35,-0.126,0.005,37000.0,304122.0
KK Nair,Delhi Daredevils,-35,-0.127,0.08199999999999999,600000.0,303065.0
S Nadeem,Delhi Daredevils,-35,-0.127,0.035,141000.0,303065.0
RG Sharma,Mumbai Indians,-36,-0.13,0.076,1916667.0,299895.0
CH Gayle,Royal Challengers Bangalore,-37,-0.134,0.049,1400000.0,295667.0
Anureet Singh,Kings XI Punjab,-37,-0.135,0.004,33000.0,294610.0
K Rabada,Delhi Daredevils,-40,-0.145,0.065,746000.0,284041.0
J Yadav,Delhi Daredevils,-41,-0.149,0.005,16000.0,279813.0
Bipul Sharma,Sunrisers Hyderabad,-43,-0.157,0.028999999999999998,,271358.0
PP Chawla,Kolkata Knight Riders,-43,-0.157,0.040999999999999995,708000.0,271358.0
MJ Henry,Kings XI Punjab,-44,-0.158,0.009000000000000001,75000.0,270301.0
SB Jakati,Gujarat Lions,-46,-0.16699999999999998,0.002,30000.0,260789.0
IK Pathan,Gujarat Lions,-50,-0.183,0.001,150000.0,243878.0
DT Christian,Rising Pune Supergiants,-51,-0.185,0.094,149000.0,241764.0
Kuldeep Yadav,Kolkata Knight Riders,-53,-0.191,0.079,66000.0,235423.0
A Mishra,Delhi Daredevils,-53,-0.192,0.092,15000.0,234366.0
MA Agarwal,Delhi Daredevils,-53,-0.192,0.005,266000.0,234366.0
YK Pathan,Kolkata Knight Riders,-55,-0.2,0.044000000000000004,541000.0,225911.0
T Natarajan,Kings XI Punjab,-56,-0.204,0.018000000000000002,450000.0,221683.0
MM Patel,Gujarat Lions,-57,-0.207,0.006999999999999999,45000.0,218512.0
DL Chahar,Rising Pune Supergiants,-58,-0.21,0.008,15000.0,215341.0
SL Malinga,Mumbai Indians,-62,-0.226,0.087,1350000.0,198431.0
Sachin Baby,Royal Challengers Bangalore,-64,-0.23199999999999998,0.002,15000.0,192089.0
Harbhajan Singh,Mumbai Indians,-65,-0.23399999999999999,0.066,1333333.0,189976.0
Z Khan,Delhi Daredevils,-67,-0.243,0.066,666667.0,180463.0
S Badree,Royal Challengers Bangalore,-68,-0.245,0.061,75000.0,178350.0
KC Cariappa,Kings XI Punjab,-68,-0.248,0.021,120000.0,175179.0
TA Boult,Kolkata Knight Riders,-74,-0.26899999999999996,0.036000000000000004,746000.0,152984.0
Swapnil Singh,Kings XI Punjab,-74,-0.27,0.01,15000.0,151927.0
Mandeep Singh,Royal Challengers Bangalore,-75,-0.273,0.045,133000.0,148756.0
AD Mathews,Delhi Daredevils,-76,-0.27399999999999997,0.008,300000.0,147699.0
CR Brathwaite,Delhi Daredevils,-79,-0.28800000000000003,0.006999999999999999,630000.0,132902.0
TS Mills,Royal Challengers Bangalore,-83,-0.302,0.033,1791000.0,118105.0
MN Samuels,Delhi Daredevils,-84,-0.305,0.008,400000.0,114935.0
CJ Anderson,Delhi Daredevils,-88,-0.318,0.066,150000.0,101195.0
DS Kulkarni,Gujarat Lions,-88,-0.319,0.019,300000.0,100138.0
DR Smith,Gujarat Lions,-89,-0.324,0.07,345000.0,94853.0
SN Thakur,Kings XI Punjab,-90,-0.327,0.075,33000.0,91683.0
AF Milne,Royal Challengers Bangalore,-95,-0.34299999999999997,0.025,116667.0,74772.0
MC Henriques,Sunrisers Hyderabad,-95,-0.34299999999999997,0.073,166000.0,74772.0
BCJ Cutting,Sunrisers Hyderabad,-95,-0.34600000000000003,0.018000000000000002,75000.0,71601.0
Basil Thampi,Gujarat Lions,-96,-0.349,0.076,,68430.0
PJ Sangwan,Gujarat Lions,-98,-0.355,0.032,30000.0,62089.0
AB Dinda,Rising Pune Supergiants,-103,-0.374,0.009000000000000001,75000.0,42008.0
S Kaushik,Gujarat Lions,-103,-0.374,0.005,15000.0,42008.0
C de Grandhomme,Kolkata Knight Riders,-108,-0.39299999999999996,0.066,,21926.0
MP Stoinis,Kings XI Punjab,-113,-0.41100000000000003,0.017,82500.0,2902.0
Ankit Soni,Gujarat Lions,-134,-0.486,0.02,,-76367.0
RA Jadeja,Gujarat Lions,-137,-0.498,0.079,916667.0,-89050.0
JP Faulkner,Gujarat Lions,-150,-0.545,0.049,850000.0,-138725.0
Mohammed Shami,Delhi Daredevils,-163,-0.59,0.048,708000.0,-186286.0
MM Sharma,Kings XI Punjab,-171,-0.619,0.09300000000000001,975000.0,-216936.0
S Aravind,Royal Challengers Bangalore,-183,-0.665,0.049,,-265554.0
SR Watson,Royal Challengers Bangalore,-196,-0.7120000000000001,0.05,1425000.0,-315229.0
I Sharma,Sunrisers Hyderabad,-217,-0.7859999999999999,0.013000000000000001,570000.0,-393441.0
SP Narine,Kolkata Knight Riders,-223,-0.807,0.121,700000.0,-415636.0
KS Williamson,Sunrisers Hyderabad,351,1.2209999999999999,0.214,468750.0,2397239.0
KL Rahul,Kings XI Punjab,328,1.141,0.193,1718750.0,2280549.0
AT Rayudu,Chennai Super Kings,327,1.137,0.198,343750.0,2274714.0
RR Pant,Delhi Daredevils,322,1.122,0.201,2343750.0,2252835.0
MS Dhoni,Chennai Super Kings,290,1.011,0.16699999999999998,2343750.0,2090927.0
JC Buttler,Rajasthan Royals,274,0.9520000000000001,0.156,687500.0,2004868.0
KD Karthik,Kolkata Knight Riders,251,0.8740000000000001,0.163,1156250.0,1891094.0
AB de Villiers,Royal Challengers Bangalore,233,0.8109999999999999,0.156,1718750.0,1799201.0
V Kohli,Royal Challengers Bangalore,228,0.794,0.153,2656250.0,1774404.0
SS Iyer,Delhi Daredevils,159,0.5539999999999999,0.11,1093750.0,1424332.0
SA Yadav,Mumbai Indians,155,0.54,0.13,500000.0,1403912.0
L Ngidi,Chennai Super Kings,153,0.532,0.11800000000000001,78130.0,1392243.0
HH Pandya,Mumbai Indians,135,0.47,0.185,1718750.0,1301807.0
CH Gayle,Kings XI Punjab,121,0.42100000000000004,0.102,312500.0,1230334.0
SK Raina,Chennai Super Kings,116,0.40299999999999997,0.11599999999999999,1718750.0,1204079.0
S Dhawan,Sunrisers Hyderabad,112,0.389,0.11699999999999999,812500.0,1183658.0
SR Watson,Chennai Super Kings,111,0.386,0.179,625000.0,1179282.0
CA Lynn,Kolkata Knight Riders,106,0.368,0.125,1500000.0,1153027.0
AJ Tye,Kings XI Punjab,100,0.348,0.165,1125000.0,1123854.0
HV Patel,Delhi Daredevils,92,0.321,0.07400000000000001,31250.0,1084471.0
JJ Bumrah,Mumbai Indians,90,0.314,0.13,1093750.0,1074261.0
Mujeeb Ur Rahman,Kings XI Punjab,85,0.295,0.113,625000.0,1046547.0
SV Samson,Rajasthan Royals,84,0.293,0.094,1250000.0,1043630.0
V Shankar,Delhi Daredevils,76,0.263,0.076,500000.0,999871.0
